Number,Transaction
2364,[2014-01-22 21:53:21] - Jonathan Ericsson of SUÈDE was sent to farm.
2365,[2014-01-22 21:53:21] - Linus Omark of SUÈDE was sent to pro.
2366,[2014-01-22 21:53:21] - Niklas Kronwall of SUÈDE was sent to farm.
2367,[2014-01-22 21:53:21] - Oliver Ekman-Larsson of SUÈDE was sent to pro.
2368,[2014-01-22 21:53:21] - Anders Lindback of SUÈDE was sent to farm.
2369,[2014-01-22 21:53:21] - Viktor Fasth of SUÈDE was sent to pro.
2370,[2014-01-22 21:53:21] - Successfully loaded SUÈDE lines done with STHS Client - 2.2.3.3
2371,[2014-01-22 21:53:21] - Successfully loaded RUSSIE lines done with STHS Client - 2.2.3.3
2372,[2014-01-22 21:53:21] - Successfully loaded CANADA lines done with STHS Client - 2.2.3.3
2373,[2014-01-22 21:53:21] - Philip Gogulla of ALLEMAGNE was sent to pro.
2374,[2014-01-22 21:53:21] - Andre Rankel of ALLEMAGNE was sent to pro.
2375,[2014-01-22 21:53:21] - Jerome Flaake of ALLEMAGNE was sent to pro.
2376,[2014-01-22 21:53:21] - Leon Draisaitl of ALLEMAGNE was sent to pro.
2377,[2014-01-22 21:53:21] - Successfully loaded ALLEMAGNE lines done with STHS Client - 2.2.3.3
2378,[2014-01-22 21:53:21] - Successfully loaded SLOVAQUIE lines done with STHS Client - 2.2.3.3
2379,[2014-01-22 21:53:34] - FINLANDE roster errors : Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

2380,[2014-01-22 21:53:42] - FINLANDE paid 0 $ to release Teemu Selanne (Retired).
2381,[2014-01-22 21:53:42] - Teemu Selanne (Retired) was released by FINLANDE.
2382,[2014-01-22 21:53:48] - FINLANDE paid 0 $ to release Sami Salo (Retired).
2383,[2014-01-22 21:53:48] - Sami Salo (Retired) was released by FINLANDE.
2384,[2014-01-22 21:53:55] - BÉLARUS roster errors : Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

2385,[2014-01-22 21:54:02] - Jarkko Immonen of FINLANDE was sent to pro.
2386,[2014-01-22 21:54:02] - Auto Roster Partial Function has been run for FINLANDE.
2387,[2014-01-22 21:54:02] - Auto Lines Function has been run for FINLANDE.
2388,[2014-01-22 21:54:02] - Auto Roster Partial Function has been run for SLOVÉNIE.
2389,[2014-01-22 21:54:02] - Auto Lines Function has been run for SLOVÉNIE.
2390,[2014-01-22 21:54:02] - Auto Roster Partial Function has been run for BÉLARUS.
2391,[2014-01-22 21:54:02] - Auto Lines Function has been run for BÉLARUS.
2392,[2014-01-22 21:54:15] - New Record for Team Most Shots Blocked (11) in 1 Game for FINLANDE!
2393,[2014-01-22 21:54:15] - New Record for Team Most Penalties (27) in 1 Game for FINLANDE!
2394,[2014-01-22 21:54:15] - New Record for Team Most Shots (32) in 1 Game for Rep.Tchèque!
2395,[2014-01-22 21:54:15] - New Record for Team Most Goals (4) in 1 Game for Rep.Tchèque!
2396,[2014-01-22 21:54:15] - New Record for Team Most Assists (7) in 1 Game for Rep.Tchèque!
2397,[2014-01-22 21:54:15] - New Record for Team Most Points (11) in 1 Game for Rep.Tchèque!
2398,[2014-01-22 21:54:15] - New Record for Team Most Shots (32) in 1 Game for Rep.Tchèque!
2399,[2014-01-22 21:54:15] - Game 2 - Ziga Pavlin from SLOVÉNIE is injured  (Lower Body) and is out for 1 week.
2400,[2014-01-22 21:54:15] - New Record for Team Most Goals (3) in 1 Game for ALLEMAGNE!
2401,[2014-01-22 21:54:15] - New Record for Team Most Assists (5) in 1 Game for ALLEMAGNE!
2402,[2014-01-22 21:54:15] - New Record for Team Most Points (8) in 1 Game for ALLEMAGNE!
2403,[2014-01-22 21:54:15] - New Record for Team Most Shots Blocked (9) in 1 Game for ALLEMAGNE!
2404,[2014-01-22 21:54:15] - New Record for Team Most Penalties (28) in 1 Game for DANEMARK!
2405,[2014-01-22 21:54:15] - New Record for Team Most Shots (29) in 1 Game for SLOVAQUIE!
2406,[2014-01-22 21:54:15] - New Record for Team Most Shots (25) in 1 Game for NORVÈGE!
2407,[2014-01-22 21:54:15] - New Record for Team Most Shots (28) in 1 Game for BÉLARUS!
2408,[2014-01-22 21:54:15] - New Record for Most Assists (14) in a game!
2409,[2014-01-22 21:54:15] - New Record for Most Points (21) in a game!
2410,[2014-01-22 21:54:15] - New Record for Most Shots (53) in a game!
2411,[2014-01-22 21:54:15] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
2412,[2014-01-22 21:54:15] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2413,[2014-01-22 21:54:15] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2414,[2014-01-22 21:54:15] - RUSSIE lines for next game are empty. Current rosters/lines are not erased.
2415,[2014-01-22 21:54:15] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2416,[2014-01-22 21:54:15] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2417,[2014-01-22 21:54:15] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2418,[2014-01-23 18:27:07] - Auto Roster Partial Function has been run for USA.
2419,[2014-01-23 18:27:07] - Auto Lines Function has been run for USA.
2420,[2014-01-23 18:27:07] - Auto Roster Partial Function has been run for FRANCE.
2421,[2014-01-23 18:27:07] - Auto Lines Function has been run for FRANCE.
2422,[2014-01-23 18:27:21] - Max Sauve of FRANCE was sent to pro.
2423,[2014-01-23 18:27:21] - Valentin Claireaux of FRANCE was sent to pro.
2424,[2014-01-23 18:27:26] - Charles Bertrand of FRANCE was sent to pro.
2425,[2014-01-23 18:34:46] - Cristobal Huet was added to FRANCE.
2426,[2014-01-23 18:39:37] - Andrea Kristler of AUTRICHE was sent to pro.
2427,[2014-01-23 18:39:37] - Brian Lebler of AUTRICHE was sent to pro.
2428,[2014-01-23 18:39:37] - Dominic Zwerger of AUTRICHE was sent to pro.
2429,[2014-01-23 18:39:37] - Layne Viveiros of AUTRICHE was sent to pro.
2430,[2014-01-23 18:39:37] - Rene Swette of AUTRICHE was sent to pro.
2431,[2014-01-23 18:39:37] - Successfully loaded AUTRICHE lines done with STHS Client - 2.2.3.3
2432,[2014-01-23 18:42:09] - Miha Verlic of SLOVÉNIE was sent to pro.
2433,[2014-01-23 18:42:09] - Matic Podlipnik of SLOVÉNIE was sent to pro.
2434,[2014-01-23 18:42:09] - Successfully loaded SLOVÉNIE lines done with STHS Client - 2.2.3.3
2435,[2014-01-23 18:42:52] - Dmitri Kulikov of RUSSIE was sent to farm.
2436,[2014-01-23 18:42:52] - Yevgeni Medvedev of RUSSIE was sent to pro.
2437,[2014-01-23 18:42:52] - Successfully loaded RUSSIE lines done with STHS Client - 2.2.3.3
2438,[2014-01-23 19:00:48] - New Record for Team Most Shots (21) in 1 Game for CANADA!
2439,[2014-01-23 19:00:49] - New Record for Team Most Penalties (28) in 1 Game for BÉLARUS!
2440,[2014-01-23 19:00:49] - New Record for Team Most Shots (36) in 1 Game for USA!
2441,[2014-01-23 19:00:49] - New Record for Team Most Hits (26) in 1 Game for USA!
2442,[2014-01-23 19:00:49] - New Record for Team Most Shots (36) in 1 Game for USA!
2443,[2014-01-23 19:00:49] - New Record for Team Most Hits (26) in 1 Game for USA!
2444,[2014-01-23 19:00:49] - New Record for Team Most Penalties (27) in 1 Game for NORVÈGE!
2445,[2014-01-23 19:00:49] - New Record for Team Most Goals (7) in 1 Game for RUSSIE!
2446,[2014-01-23 19:00:49] - New Record for Team Most Assists (14) in 1 Game for RUSSIE!
2447,[2014-01-23 19:00:49] - New Record for Team Most Points (21) in 1 Game for RUSSIE!
2448,[2014-01-23 19:00:49] - New Record for Team Most Goals (7) in 1 Game for RUSSIE!
2449,[2014-01-23 19:00:49] - New Record for Team Most Assists (14) in 1 Game for RUSSIE!
2450,[2014-01-23 19:00:49] - New Record for Team Most Points (21) in 1 Game for RUSSIE!
2451,[2014-01-23 19:00:49] - New Record for Team Most Shots (31) in 1 Game for RUSSIE!
2452,[2014-01-23 19:00:49] - New Record for Team Most Penalties (35) in 1 Game for RUSSIE!
2453,[2014-01-23 19:00:49] - New Record for Most Goals (8) in a game!
2454,[2014-01-23 19:00:49] - New Record for Most Assists (16) in a game!
2455,[2014-01-23 19:00:49] - New Record for Most Points (24) in a game!
2456,[2014-01-23 19:00:49] - New Record for Team Most Hits (26) in 1 Game for SLOVAQUIE!
2457,[2014-01-23 19:00:49] - New Record for Team Most Shots Blocked (9) in 1 Game for SUISSE!
2458,[2014-01-23 19:00:49] - New Record for Team Most Hits (17) in 1 Game for SUÈDE!
2459,[2014-01-23 19:00:49] - New Record for Team Most Hits (23) in 1 Game for Rep.Tchèque!
2460,[2014-01-23 19:00:49] - USA lines for next game are empty. Current rosters/lines are not erased.
2461,[2014-01-23 19:00:49] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
2462,[2014-01-23 19:00:49] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2463,[2014-01-23 19:00:49] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2464,[2014-01-23 19:00:49] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2465,[2014-01-23 19:00:49] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2466,[2014-01-23 19:00:49] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2467,[2014-01-23 19:00:49] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2468,[2014-01-23 19:00:49] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2469,[2014-01-24 19:14:14] - Successfully loaded RUSSIE lines done with STHS Client - 2.2.3.3
2470,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 15
2471,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 14
2472,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 14
2473,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 13
2474,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 13
2475,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 12
2476,[2014-01-24 19:16:58] - Pro Game Option - Fights Value Modified to 12
2477,[2014-01-24 19:16:59] - Pro Game Option - Fights Value Modified to 11
2478,[2014-01-24 19:16:59] - Pro Game Option - Fights Value Modified to 11
2479,[2014-01-24 19:16:59] - Pro Game Option - Fights Value Modified to 10
2480,[2014-01-24 19:17:04] - Game Option - Goals Value Modified to 55
2481,[2014-01-24 19:17:04] - Game Option - Goals Value Modified to 56
2482,[2014-01-24 19:17:04] - Game Option - Goals Value Modified to 56
2483,[2014-01-24 19:17:04] - Game Option - Goals Value Modified to 57
2484,[2014-01-24 19:17:04] - Game Option - Goals Value Modified to 57
2485,[2014-01-24 19:17:05] - Game Option - Goals Value Modified to 58
2486,[2014-01-24 19:17:05] - Game Option - Goals Value Modified to 58
2487,[2014-01-24 19:17:05] - Game Option - Goals Value Modified to 59
2488,[2014-01-24 19:17:05] - Game Option - Goals Value Modified to 59
2489,[2014-01-24 19:17:05] - Game Option - Goals Value Modified to 60
2490,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 50
2491,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 51
2492,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 52
2493,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 53
2494,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 54
2495,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 55
2496,[2014-01-24 19:17:08] - Pro Game Option - Shots Value Modified to 56
2497,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 57
2498,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 58
2499,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 59
2500,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 59
2501,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 60
2502,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 60
2503,[2014-01-24 19:17:09] - Pro Game Option - Shots Value Modified to 61
2504,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 61
2505,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 62
2506,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 62
2507,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 63
2508,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 63
2509,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 64
2510,[2014-01-24 19:17:10] - Pro Game Option - Shots Value Modified to 64
2511,[2014-01-24 19:17:11] - Pro Game Option - Shots Value Modified to 65
2512,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 65
2513,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 64
2514,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 63
2515,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 62
2516,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 61
2517,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 60
2518,[2014-01-24 19:17:18] - Pro Game Option - Shots Value Modified to 59
2519,[2014-01-24 19:17:20] - Pro Game Option - Shots Value Modified to 59
2520,[2014-01-24 19:17:20] - Pro Game Option - Shots Value Modified to 60
2521,[2014-01-24 19:17:28] - Game 13 - Vyacheslav Voynov from RUSSIE is injured  (Sprained Right Finger) and is out for 3 months.
2522,[2014-01-24 19:17:29] - Mikhail Grabovski from BÉLARUS is injured from Exhaustion.
2523,[2014-01-24 19:17:29] - Sergei Kostitsyn from BÉLARUS is injured from Exhaustion.
2524,[2014-01-24 19:17:29] - New Record for Team Most Shots Blocked (17) in 1 Game for BÉLARUS!
2525,[2014-01-24 19:17:29] - New Record for Team Most Shots Blocked (17) in 1 Game for BÉLARUS!
2526,[2014-01-24 19:17:29] - New Record for Team Most Hits (24) in 1 Game for BÉLARUS!
2527,[2014-01-24 19:17:29] - New Record for Team Most Shots (36) in 1 Game for RUSSIE!
2528,[2014-01-24 19:17:29] - New Record for Most Shots (62) in a game!
2529,[2014-01-24 19:17:29] - Jussi Jokinen from FINLANDE is injured from Exhaustion.
2530,[2014-01-24 19:17:29] - Lauri Korpikoski from FINLANDE is injured from Exhaustion.
2531,[2014-01-24 19:17:29] - Mikko Koivu from FINLANDE is injured from Exhaustion.
2532,[2014-01-24 19:17:29] - Tuomo Ruutu from FINLANDE is injured from Exhaustion.
2533,[2014-01-24 19:17:29] - New Record for Team Most Shots (26) in 1 Game for FINLANDE!
2534,[2014-01-24 19:17:29] - New Record for Team Most Shots (29) in 1 Game for ALLEMAGNE!
2535,[2014-01-24 19:17:29] - New Record for Team Most Hits (26) in 1 Game for ALLEMAGNE!
2536,[2014-01-24 19:17:29] - New Record for Team Most Shots Blocked (12) in 1 Game for FRANCE!
2537,[2014-01-24 19:17:29] - New Record for Team Most Penalties (26) in 1 Game for FRANCE!
2538,[2014-01-24 19:17:29] - New Record for Team Most Shots (31) in 1 Game for AUTRICHE!
2539,[2014-01-24 19:17:29] - Herbert Vasiljevs from LETTONIE is injured from Exhaustion.
2540,[2014-01-24 19:17:29] - New Record for Team Most Goals (4) in 1 Game for LETTONIE!
2541,[2014-01-24 19:17:29] - New Record for Team Most Assists (8) in 1 Game for LETTONIE!
2542,[2014-01-24 19:17:29] - New Record for Team Most Points (12) in 1 Game for LETTONIE!
2543,[2014-01-24 19:17:29] - New Record for Team Most Shots (26) in 1 Game for LETTONIE!
2544,[2014-01-24 19:17:29] - New Record for Team Most Shots Blocked (14) in 1 Game for LETTONIE!
2545,[2014-01-24 19:17:29] - New Record for Team Most Shots (34) in 1 Game for SUÈDE!
2546,[2014-01-24 19:17:29] - Claude Giroux from CANADA has scored a Hat Trick!
2547,[2014-01-24 19:17:29] - New Record for Player (Claude Giroux) Most Goals (3) in 1 Game!
2548,[2014-01-24 19:17:29] - New Record for Team Most Shots (22) in 1 Game for CANADA!
2549,[2014-01-24 19:17:29] - New Record for Team Most Shots Blocked (12) in 1 Game for CANADA!
2550,[2014-01-24 19:17:29] - New Record for Team Most Shots (23) in 1 Game for SLOVÉNIE!
2551,[2014-01-24 19:17:29] - New Record for Team Most Shots (27) in 1 Game for SUISSE!
2552,[2014-01-24 19:17:29] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
2553,[2014-01-24 19:17:29] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2554,[2014-01-24 19:17:29] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2555,[2014-01-24 19:17:29] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2556,[2014-01-24 19:17:29] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2557,[2014-01-24 19:17:29] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2558,[2014-01-24 19:17:29] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2559,[2014-01-25 20:02:05] - Anze Kuralt of SLOVÉNIE was sent to pro.
2560,[2014-01-25 20:02:05] - Ziga Pance of SLOVÉNIE was sent to pro.
2561,[2014-01-25 20:02:05] - Luka Gracnar of SLOVÉNIE was sent to pro.
2562,[2014-01-25 20:02:05] - Successfully loaded SLOVÉNIE lines done with STHS Client - 2.2.3.3
2563,[2014-01-25 20:02:53] - Marc-Edouard Vlasic of CANADA was sent to farm.
2564,[2014-01-25 20:02:53] - P.K. Subban of CANADA was sent to pro.
2565,[2014-01-25 20:02:53] - Successfully loaded CANADA lines done with STHS Client - 2.2.3.3
2566,[2014-01-25 20:03:45] - Lauris Darzins of LETTONIE was sent to pro.
2567,[2014-01-25 20:03:45] - Auto Roster Partial Function has been run for LETTONIE.
2568,[2014-01-25 20:03:45] - Auto Lines Function has been run for LETTONIE.
2569,[2014-01-25 20:03:45] - Alexander Kitarov of BÉLARUS was sent to pro.
2570,[2014-01-25 20:03:45] - Andrei Stas of BÉLARUS was sent to pro.
2571,[2014-01-25 20:03:45] - Auto Roster Partial Function has been run for BÉLARUS.
2572,[2014-01-25 20:03:45] - Auto Lines Function has been run for BÉLARUS.
2573,[2014-01-25 20:03:54] - FINLANDE roster errors : Not enough Left Wings available in Pro Team! 1 Dressed. 2 Required.
Not enough Right Wings available in Pro Team! 1 Dressed. 2 Required.
Not enough Players available in Pro Team! 14 Dressed. 18 Required.
Some errors will be automatically fixed.

2574,[2014-01-25 20:04:44] - Leo Komarov of FINLANDE was sent to pro.
2575,[2014-01-25 20:04:44] - Olli Maatta of FINLANDE was sent to pro.
2576,[2014-01-25 20:04:44] - Auto Roster Partial Function has been run for FINLANDE.
2577,[2014-01-25 20:04:44] - Auto Lines Function has been run for FINLANDE.
2578,[2014-01-25 20:04:49] - Dmitri Kulikov of RUSSIE was sent to pro.
2579,[2014-01-25 20:04:49] - Auto Roster Partial Function has been run for RUSSIE.
2580,[2014-01-25 20:04:49] - Auto Lines Function has been run for RUSSIE.
2581,[2014-01-25 20:04:52] - New Record for Team Most Assists (6) in 1 Game for SUISSE!
2582,[2014-01-25 20:04:52] - New Record for Team Most Points (9) in 1 Game for SUISSE!
2583,[2014-01-25 20:04:52] - New Record for Team Most Goals (4) in 1 Game for SLOVAQUIE!
2584,[2014-01-25 20:04:52] - New Record for Team Most Assists (8) in 1 Game for SLOVAQUIE!
2585,[2014-01-25 20:04:52] - New Record for Team Most Points (12) in 1 Game for SLOVAQUIE!
2586,[2014-01-25 20:04:52] - New Record for Team Most Shots (30) in 1 Game for SLOVAQUIE!
2587,[2014-01-25 20:04:52] - Game 20 - Jonas Holos from NORVÈGE is injured  (Back Spasms) and is out for 4 days.
2588,[2014-01-25 20:04:52] - Stephane Da Costa from FRANCE is injured from Exhaustion.
2589,[2014-01-25 20:04:52] - New Record for Team Most Shots (42) in 1 Game for FRANCE!
2590,[2014-01-25 20:04:52] - New Record for Team Most Goals (3) in 1 Game for FRANCE!
2591,[2014-01-25 20:04:52] - New Record for Team Most Assists (6) in 1 Game for FRANCE!
2592,[2014-01-25 20:04:52] - New Record for Team Most Points (9) in 1 Game for FRANCE!
2593,[2014-01-25 20:04:52] - New Record for Team Most Shots (42) in 1 Game for FRANCE!
2594,[2014-01-25 20:04:52] - Mats Zuccarello from NORVÈGE is injured from Exhaustion.
2595,[2014-01-25 20:04:52] - New Record for Team Most Shots Blocked (13) in 1 Game for NORVÈGE!
2596,[2014-01-25 20:04:52] - New Record for Team Most Goals (3) in 1 Game for DANEMARK!
2597,[2014-01-25 20:04:52] - New Record for Team Most Assists (6) in 1 Game for DANEMARK!
2598,[2014-01-25 20:04:52] - New Record for Team Most Points (9) in 1 Game for DANEMARK!
2599,[2014-01-25 20:04:52] - New Record for Team Most Shots (26) in 1 Game for DANEMARK!
2600,[2014-01-25 20:04:52] - Jussi Jokinen from FINLANDE is injured from Exhaustion.
2601,[2014-01-25 20:04:52] - Mikko Koivu from FINLANDE is injured from Exhaustion.
2602,[2014-01-25 20:04:52] - Valtteri Filppula from FINLANDE is injured from Exhaustion.
2603,[2014-01-25 20:04:52] - New Record for Team Most Goals (5) in 1 Game for FINLANDE!
2604,[2014-01-25 20:04:52] - New Record for Team Most Assists (9) in 1 Game for FINLANDE!
2605,[2014-01-25 20:04:52] - New Record for Team Most Points (14) in 1 Game for FINLANDE!
2606,[2014-01-25 20:04:52] - Janis Sprukts from LETTONIE is injured from Exhaustion.
2607,[2014-01-25 20:04:52] - USA lines for next game are empty. Current rosters/lines are not erased.
2608,[2014-01-25 20:04:52] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
2609,[2014-01-25 20:04:52] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2610,[2014-01-25 20:04:52] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2611,[2014-01-25 20:04:52] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2612,[2014-01-25 20:04:52] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2613,[2014-01-25 20:04:52] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2614,[2014-01-25 20:04:52] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2615,[2014-01-25 20:04:52] - Lauri Korpikoski from FINLANDE is back from Exhaustion.
2616,[2014-01-25 20:04:52] - Mikhail Grabovski from BÉLARUS is back from Exhaustion.
2617,[2014-01-25 20:04:52] - Sergei Kostitsyn from BÉLARUS is back from Exhaustion.
2618,[2014-01-25 20:04:52] - Tuomo Ruutu from FINLANDE is back from Exhaustion.
2619,[2014-01-25 20:04:52] - Herbert Vasiljevs from LETTONIE is back from Exhaustion.
2620,[2014-01-25 21:30:35] - FINLANDE roster errors : Not enough Players available in Pro Team! 15 Dressed. 18 Required.
Some errors will be automatically fixed.

2621,[2014-01-26 00:45:47] - Successfully loaded FINLANDE lines done with STHS Client - 2.2.3.3
2622,[2014-01-26 18:01:06] - Successfully loaded CANADA lines done with STHS Client - 2.2.3.3
2623,[2014-01-26 18:01:13] - FRANCE roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

2624,[2014-01-26 18:01:37] - Nicholas Drazenovic of FRANCE was sent to farm.
2625,[2014-01-26 18:01:39] - Teddy Da Costa of FRANCE was sent to farm.
2626,[2014-01-26 18:01:39] - Yohann Auvitu of FRANCE was sent to farm.
2627,[2014-01-26 18:01:49] - Teddy Da Costa of FRANCE was sent to pro.
2628,[2014-01-26 18:06:46] - Successfully loaded SLOVAQUIE lines done with STHS Client - 2.2.3.3
2629,[2014-01-26 18:06:51] - Juris Stals of LETTONIE was sent to pro.
2630,[2014-01-26 18:06:51] - Auto Roster Partial Function has been run for LETTONIE.
2631,[2014-01-26 18:06:51] - Auto Lines Function has been run for LETTONIE.
2632,[2014-01-26 18:06:51] - Auto Roster Partial Function has been run for NORVÈGE.
2633,[2014-01-26 18:06:51] - Auto Lines Function has been run for NORVÈGE.
2634,[2014-01-26 18:06:58] - New Record for Team Most Shots (45) in 1 Game for ALLEMAGNE!
2635,[2014-01-26 18:06:58] - New Record for Team Most Goals (4) in 1 Game for ALLEMAGNE!
2636,[2014-01-26 18:06:58] - New Record for Team Most Assists (7) in 1 Game for ALLEMAGNE!
2637,[2014-01-26 18:06:58] - New Record for Team Most Points (11) in 1 Game for ALLEMAGNE!
2638,[2014-01-26 18:06:58] - New Record for Team Most Shots (45) in 1 Game for ALLEMAGNE!
2639,[2014-01-26 18:06:58] - New Record for Team Most Shots Blocked (15) in 1 Game for NORVÈGE!
2640,[2014-01-26 18:06:58] - New Record for Team Most Penalties (31) in 1 Game for NORVÈGE!
2641,[2014-01-26 18:06:58] - Ryan Kesler from USA is injured from Exhaustion.
2642,[2014-01-26 18:06:58] - New Record for Team Most Shots Blocked (8) in 1 Game for USA!
2643,[2014-01-26 18:06:58] - Antoine Roussel from FRANCE is injured from Exhaustion.
2644,[2014-01-26 18:06:58] - Jussi Jokinen from FINLANDE is injured from Exhaustion.
2645,[2014-01-26 18:06:58] - Lauri Korpikoski from FINLANDE is injured from Exhaustion.
2646,[2014-01-26 18:06:58] - Mikko Koivu from FINLANDE is injured from Exhaustion.
2647,[2014-01-26 18:06:58] - Tuomo Ruutu from FINLANDE is injured from Exhaustion.
2648,[2014-01-26 18:06:58] - New Record for Team Most Shots (27) in 1 Game for FINLANDE!
2649,[2014-01-26 18:06:58] - New Record for Team Most Goals (6) in 1 Game for AUTRICHE!
2650,[2014-01-26 18:06:58] - New Record for Team Most Assists (12) in 1 Game for AUTRICHE!
2651,[2014-01-26 18:06:58] - New Record for Team Most Points (18) in 1 Game for AUTRICHE!
2652,[2014-01-26 18:06:58] - New Record for Most Goals (10) in a game!
2653,[2014-01-26 18:06:58] - New Record for Most Assists (19) in a game!
2654,[2014-01-26 18:06:58] - New Record for Most Points (29) in a game!
2655,[2014-01-26 18:06:58] - Frans Nielsen from DANEMARK is injured from Exhaustion.
2656,[2014-01-26 18:06:58] - New Record for Team Most Shots (31) in 1 Game for DANEMARK!
2657,[2014-01-26 18:06:58] - New Record for Team Most Shots Blocked (9) in 1 Game for DANEMARK!
2658,[2014-01-26 18:06:58] - New Record for Team Most Shots (30) in 1 Game for SLOVÉNIE!
2659,[2014-01-26 18:06:58] - New Record for Team Most Penalties (31) in 1 Game for SLOVÉNIE!
2660,[2014-01-26 18:06:58] - Kaspars Daugavins from LETTONIE is injured from Exhaustion.
2661,[2014-01-26 18:06:58] - Herbert Vasiljevs from LETTONIE is injured from Exhaustion.
2662,[2014-01-26 18:06:58] - New Record for Team Most Goals (5) in 1 Game for SUÈDE!
2663,[2014-01-26 18:06:58] - New Record for Team Most Assists (10) in 1 Game for SUÈDE!
2664,[2014-01-26 18:06:58] - New Record for Team Most Points (15) in 1 Game for SUÈDE!
2665,[2014-01-26 18:06:58] - New Record for Team Most Shots (38) in 1 Game for SUÈDE!
2666,[2014-01-26 18:06:59] - Game 31 - Andres Ambuhl from SUISSE is injured  (Left Knee) and is out for 2 weeks.
2667,[2014-01-26 18:06:59] - Corey Perry from CANADA is injured from Exhaustion.
2668,[2014-01-26 18:06:59] - New Record for Team Most Goals (5) in 1 Game for CANADA!
2669,[2014-01-26 18:06:59] - New Record for Team Most Assists (8) in 1 Game for CANADA!
2670,[2014-01-26 18:06:59] - New Record for Team Most Points (13) in 1 Game for CANADA!
2671,[2014-01-26 18:06:59] - New Record for Team Most Shots (32) in 1 Game for CANADA!
2672,[2014-01-26 18:06:59] - USA lines for next game are empty. Current rosters/lines are not erased.
2673,[2014-01-26 18:06:59] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
